              instance      n    k       time        ttb  cons_bal   cons_cmp     bal       cmp   repl   feas        seed
  del-n5000-k80-s37325   5000   80  1800.0003   687.8643   17.1130   263.0789  0.0000  263.2384   3739     81  1284273314
  del-n5000-k80-s37325   5000   80  1800.0002  1337.1520   21.4690   240.8748  0.0000  249.0438   3716     99   889787635
  del-n5000-k80-s37325   5000   80  1800.0002  1791.8504   11.2440   293.4290  0.0000  239.6976   3720     86  1052097763
  del-n5000-k80-s37325   5000   80  1800.0193   644.2346   16.0329   274.1120  0.0000  271.4166   3709     96   183677575
  del-n1000-k10-s20090   1000   10  1800.0004  1677.0897    4.3557   682.3347  0.0000  423.1281  10695   8897   551202722
  del-n1000-k10-s20090   1000   10  1800.0003   391.9528    1.9075   602.1747  0.0000  415.1238  10566   8792  2386466425
  del-n1000-k10-s20090   1000   10  1800.0003  1269.6568    0.4307   572.8135  0.0000  413.3539  10668   8821  3873106420
  del-n1000-k10-s20090   1000   10  1800.0003   332.6409    0.7626   519.3545  0.0000  415.4378  10631   8718  2146660498
  del-n1000-k10-s20090   1000   10  1800.0003  1746.0817    0.1003   577.4790  0.0000  418.4851  10588   8788  2282548902
  del-n1000-k10-s20090   1000   10  1800.0004   202.3640    2.0844   656.3247  0.0000  423.5697  10697   8859  2529159299
  del-n1000-k10-s20090   1000   10  1800.0032   715.1543    0.6139   969.7377  0.0000  416.5189  10569   8727   815216245
  del-n1000-k10-s20090   1000   10  1800.0003   447.4025    1.1078   623.4667  0.0000  423.6388  10582   8722  1559763863
  del-n1000-k10-s20090   1000   10  1800.0003   842.5567    0.4498   691.0736  0.0000  419.4102  10668   8772   522809104
  del-n1000-k10-s20090   1000   10  1800.0003  1263.6901    0.3294   662.1924  0.0000  420.5789  10556   8769   849230148
  del-n1000-k10-s21163   1000   10  1800.0003  1449.8735    0.1175   713.5682  0.0000  411.5643  10226   9323  1527731835
  del-n1000-k10-s21163   1000   10  1800.0004   135.9408    0.7178   477.1604  0.0000  412.4550  10305   9415  2364284255
  del-n1000-k10-s21163   1000   10  1800.0002  1180.1640    1.2955   555.5680  0.0000  413.7107  10288   9347  3478723243
  del-n1000-k10-s21163   1000   10  1800.0003  1441.6625    0.6017   464.6594  0.0000  402.4478  10254   9331  1245219897
  del-n1000-k10-s21163   1000   10  1800.0002  1549.2259    0.6757   474.4462  0.0000  414.1640  10283   9350  1211725101
  del-n1000-k10-s21163   1000   10  1800.0004   392.5609    1.0934   579.3420  0.0000  410.5720  10269   9305  3151608614
  del-n1000-k10-s21163   1000   10  1800.0003   628.7784    0.5884  1053.7725  0.0000  415.3781  10332   9445  2589112766
  del-n1000-k10-s21163   1000   10  1800.0003  1595.0618    1.3290   581.6269  0.0000  410.5720  10380   9460  4042913506
